site,month_of_date_id,day_of_date_id,year_of_date_id,measure_names,person_type,supplier_type,measure_values
Site B,July,10,2016,Gross Booking Value,PM,Integrated,16037.978772
Site A,July,11,2016,Gross Booking Value,PM,Integrated,138114.67797
Site B,July,11,2016,Gross Booking Value,PM,Integrated,22477.630389
Site A,July,12,2016,Gross Booking Value,PM,Integrated,77649.17604
Site B,July,12,2016,Gross Booking Value,PM,Integrated,34208.588603
Site A,July,13,2016,Gross Booking Value,PM,Integrated,105753.5344
Site B,July,13,2016,Gross Booking Value,PM,Integrated,21407.905969
Site A,July,14,2016,Gross Booking Value,PM,Integrated,63065.264671
Site B,July,14,2016,Gross Booking Value,PM,Integrated,20268.295029
Site A,July,15,2016,Gross Booking Value,PM,Integrated,85907.933855
Site B,July,15,2016,Gross Booking Value,PM,Integrated,24330.163907
Site A,July,16,2016,Gross Booking Value,PM,Integrated,57438.719371
Site B,July,16,2016,Gross Booking Value,PM,Integrated,17444.952531
Site A,July,17,2016,Gross Booking Value,PM,Integrated,92691.969153
Site B,July,17,2016,Gross Booking Value,PM,Integrated,18195.309369
Site A,July,18,2016,Gross Booking Value,PM,Integrated,90129.502529
Site B,July,18,2016,Gross Booking Value,PM,Integrated,28489.879506
Site A,July,19,2016,Gross Booking Value,PM,Integrated,167842.316633
Site B,July,19,2016,Gross Booking Value,PM,Integrated,29843.884556
Site A,July,20,2016,Gross Booking Value,PM,Integrated,83454.592828
Site B,July,20,2016,Gross Booking Value,PM,Integrated,17610.181376
Site A,July,21,2016,Gross Booking Value,PM,Integrated,72935.455632
Site B,July,21,2016,Gross Booking Value,PM,Integrated,88269.959462
Site A,July,22,2016,Gross Booking Value,PM,Integrated,86578.434735
Site B,July,22,2016,Gross Booking Value,PM,Integrated,58463.670979
Site A,July,23,2016,Gross Booking Value,PM,Integrated,39102.049977
Site B,July,23,2016,Gross Booking Value,PM,Integrated,10595.463422
Site A,July,24,2016,Gross Booking Value,PM,Integrated,95742.259559
Site B,July,24,2016,Gross Booking Value,PM,Integrated,11184.258763
Site A,July,25,2016,Gross Booking Value,PM,Integrated,59897.199474
Site B,July,25,2016,Gross Booking Value,PM,Integrated,53423.708759
Site A,July,26,2016,Gross Booking Value,PM,Integrated,66740.47214
Site B,July,26,2016,Gross Booking Value,PM,Integrated,29319.674661
Site A,July,27,2016,Gross Booking Value,PM,Integrated,68951.293397
Site B,July,27,2016,Gross Booking Value,PM,Integrated,32655.155375
Site A,July,28,2016,Gross Booking Value,PM,Integrated,82830.610234
Site B,July,28,2016,Gross Booking Value,PM,Integrated,22319.987254
Site A,July,29,2016,Gross Booking Value,PM,Integrated,69994.536933
Site B,July,29,2016,Gross Booking Value,PM,Integrated,29728.568935
Site A,July,30,2016,Gross Booking Value,PM,Integrated,55433.720511
Site B,July,30,2016,Gross Booking Value,PM,Integrated,23170.408687
Site A,July,31,2016,Gross Booking Value,PM,Integrated,54872.877479
Site B,July,31,2016,Gross Booking Value,PM,Integrated,16321.505045
Site A,June,1,2016,Gross Booking Value,PM,Integrated,83283.649517
Site B,June,1,2016,Gross Booking Value,PM,Integrated,41521.491945
Site A,June,2,2016,Gross Booking Value,PM,Integrated,82853.933299
Site B,June,2,2016,Gross Booking Value,PM,Integrated,45184.503055
Site A,June,3,2016,Gross Booking Value,PM,Integrated,96419.521883
Site B,June,3,2016,Gross Booking Value,PM,Integrated,36082.62819
Site A,June,4,2016,Gross Booking Value,PM,Integrated,81199.618132
Site B,June,4,2016,Gross Booking Value,PM,Integrated,43902.448782
Site A,June,5,2016,Gross Booking Value,PM,Integrated,76476.465938
Site B,June,5,2016,Gross Booking Value,PM,Integrated,54146.450595
Site A,June,6,2016,Gross Booking Value,PM,Integrated,144127.731706
Site B,June,6,2016,Gross Booking Value,PM,Integrated,37876.939359
Site A,June,7,2016,Gross Booking Value,PM,Integrated,90758.119208
Site B,June,7,2016,Gross Booking Value,PM,Integrated,38237.774352
Site A,June,8,2016,Gross Booking Value,PM,Integrated,73537.328837
Site B,June,8,2016,Gross Booking Value,PM,Integrated,53233.235771
Site A,June,9,2016,Gross Booking Value,PM,Integrated,87042.057763
Site B,June,9,2016,Gross Booking Value,PM,Integrated,50559.484347
Site A,June,10,2016,Gross Booking Value,PM,Integrated,142682.440489
Site B,June,10,2016,Gross Booking Value,PM,Integrated,31540.947746
Site A,June,11,2016,Gross Booking Value,PM,Integrated,62581.128573
Site B,June,11,2016,Gross Booking Value,PM,Integrated,37428.879763
Site A,June,12,2016,Gross Booking Value,PM,Integrated,60330.678751
Site B,June,12,2016,Gross Booking Value,PM,Integrated,51406.635197
Site A,June,13,2016,Gross Booking Value,PM,Integrated,104731.962359
Site B,June,13,2016,Gross Booking Value,PM,Integrated,55378.756165
Site A,June,14,2016,Gross Booking Value,PM,Integrated,113031.989655
Site B,June,14,2016,Gross Booking Value,PM,Integrated,56478.297019
Site A,June,15,2016,Gross Booking Value,PM,Integrated,66550.194595
Site B,June,15,2016,Gross Booking Value,PM,Integrated,25203.109686
Site A,June,16,2016,Gross Booking Value,PM,Integrated,55993.907906
Site B,June,16,2016,Gross Booking Value,PM,Integrated,31805.576403
Site A,June,17,2016,Gross Booking Value,PM,Integrated,78936.588672
Site B,June,17,2016,Gross Booking Value,PM,Integrated,27693.956691
Site A,June,18,2016,Gross Booking Value,PM,Integrated,73729.785795
Site B,June,18,2016,Gross Booking Value,PM,Integrated,28012.348175
Site A,June,19,2016,Gross Booking Value,PM,Integrated,85598.831901
Site B,June,19,2016,Gross Booking Value,PM,Integrated,24483.976999
Site A,June,20,2016,Gross Booking Value,PM,Integrated,60015.287609
Site B,June,20,2016,Gross Booking Value,PM,Integrated,36913.71012
Site A,June,21,2016,Gross Booking Value,PM,Integrated,128699.012741
Site B,June,21,2016,Gross Booking Value,PM,Integrated,42500.413992
Site A,June,22,2016,Gross Booking Value,PM,Integrated,70377.353236
Site B,June,22,2016,Gross Booking Value,PM,Integrated,36669.380738
Site A,June,23,2016,Gross Booking Value,PM,Integrated,97182.938316
Site B,June,23,2016,Gross Booking Value,PM,Integrated,34106.537594
Site A,June,24,2016,Gross Booking Value,PM,Integrated,51452.68276
Site B,June,24,2016,Gross Booking Value,PM,Integrated,37796.68709
Site A,June,25,2016,Gross Booking Value,PM,Integrated,49727.079084
Site B,June,25,2016,Gross Booking Value,PM,Integrated,16305.763732
Site A,June,26,2016,Gross Booking Value,PM,Integrated,35802.720322
Site B,June,26,2016,Gross Booking Value,PM,Integrated,25556.838971
Site A,June,27,2016,Gross Booking Value,PM,Integrated,69238.170244
Site B,June,27,2016,Gross Booking Value,PM,Integrated,59664.840342
Site A,June,28,2016,Gross Booking Value,PM,Integrated,98552.743622
Site B,June,28,2016,Gross Booking Value,PM,Integrated,40237.784822
Site A,June,29,2016,Gross Booking Value,PM,Integrated,66887.462434
Site B,June,29,2016,Gross Booking Value,PM,Integrated,37678.978834
Site A,June,30,2016,Gross Booking Value,PM,Integrated,91529.629556
Site B,June,30,2016,Gross Booking Value,PM,Integrated,58594.838095
Site A,May,1,2016,Gross Booking Value,PM,Integrated,50739.35864
Site B,May,1,2016,Gross Booking Value,PM,Integrated,47519.782449
Site A,May,2,2016,Gross Booking Value,PM,Integrated,115811.815951
Site B,May,2,2016,Gross Booking Value,PM,Integrated,40370.201824
Site A,May,3,2016,Gross Booking Value,PM,Integrated,152625.198762
Site B,May,3,2016,Gross Booking Value,PM,Integrated,65806.46925
Site A,May,4,2016,Gross Booking Value,PM,Integrated,113338.814864
Site B,May,4,2016,Gross Booking Value,PM,Integrated,36637.484698
Site A,May,5,2016,Gross Booking Value,PM,Integrated,62396.168503
Site B,May,5,2016,Gross Booking Value,PM,Integrated,53852.177704
Site A,May,6,2016,Gross Booking Value,PM,Integrated,103921.862072
Site B,May,6,2016,Gross Booking Value,PM,Integrated,42850.901353
Site A,May,7,2016,Gross Booking Value,PM,Integrated,43500.861607
Site B,May,7,2016,Gross Booking Value,PM,Integrated,35314.359491
Site A,May,8,2016,Gross Booking Value,PM,Integrated,74102.140211
Site B,May,8,2016,Gross Booking Value,PM,Integrated,40726.6214
Site A,May,9,2016,Gross Booking Value,PM,Integrated,94954.21323
Site B,May,9,2016,Gross Booking Value,PM,Integrated,53219.578678
Site A,May,10,2016,Gross Booking Value,PM,Integrated,68096.530218
Site B,May,10,2016,Gross Booking Value,PM,Integrated,44242.942489
Site A,May,11,2016,Gross Booking Value,PM,Integrated,240379.118026
Site B,May,11,2016,Gross Booking Value,PM,Integrated,45542.552948
Site A,May,12,2016,Gross Booking Value,PM,Integrated,90306.037338
Site B,May,12,2016,Gross Booking Value,PM,Integrated,35786.891113
Site A,May,13,2016,Gross Booking Value,PM,Integrated,123324.574854
Site B,May,13,2016,Gross Booking Value,PM,Integrated,42657.745453
Site A,May,14,2016,Gross Booking Value,PM,Integrated,79183.803969
Site B,May,14,2016,Gross Booking Value,PM,Integrated,17946.498208
Site A,May,15,2016,Gross Booking Value,PM,Integrated,92237.03835
Site B,May,15,2016,Gross Booking Value,PM,Integrated,37061.570135
Site A,May,16,2016,Gross Booking Value,PM,Integrated,72476.700854
Site B,May,16,2016,Gross Booking Value,PM,Integrated,39141.313704
Site A,May,17,2016,Gross Booking Value,PM,Integrated,108719.025283
Site B,May,17,2016,Gross Booking Value,PM,Integrated,59086.13125
Site A,May,18,2016,Gross Booking Value,PM,Integrated,82644.085796
Site B,May,18,2016,Gross Booking Value,PM,Integrated,40450.097665
Site A,May,19,2016,Gross Booking Value,PM,Integrated,96924.75767
Site B,May,19,2016,Gross Booking Value,PM,Integrated,48551.129796
Site A,May,20,2016,Gross Booking Value,PM,Integrated,81323.861446
Site B,May,20,2016,Gross Booking Value,PM,Integrated,53340.941012
Site A,May,21,2016,Gross Booking Value,PM,Integrated,123904.022238
Site B,May,21,2016,Gross Booking Value,PM,Integrated,37048.241383
Site A,May,22,2016,Gross Booking Value,PM,Integrated,103588.998145
Site B,May,22,2016,Gross Booking Value,PM,Integrated,58288.587161
Site A,May,23,2016,Gross Booking Value,PM,Integrated,620556.174501
Site B,May,23,2016,Gross Booking Value,PM,Integrated,41452.86137
Site A,May,24,2016,Gross Booking Value,PM,Integrated,104326.27751
Site B,May,24,2016,Gross Booking Value,PM,Integrated,51851.874416
Site A,May,25,2016,Gross Booking Value,PM,Integrated,111173.049429
Site B,May,25,2016,Gross Booking Value,PM,Integrated,39206.849882
Site A,May,26,2016,Gross Booking Value,PM,Integrated,167527.1294
Site B,May,26,2016,Gross Booking Value,PM,Integrated,44273.482095
Site A,May,27,2016,Gross Booking Value,PM,Integrated,87856.031877
Site B,May,27,2016,Gross Booking Value,PM,Integrated,18137.877041
Site A,May,28,2016,Gross Booking Value,PM,Integrated,97888.257323
Site B,May,28,2016,Gross Booking Value,PM,Integrated,41836.712224
Site A,May,29,2016,Gross Booking Value,PM,Integrated,72411.712213
Site B,May,29,2016,Gross Booking Value,PM,Integrated,49186.426109
Site A,May,30,2016,Gross Booking Value,PM,Integrated,132817.545518
Site B,May,30,2016,Gross Booking Value,PM,Integrated,75673.474077
Site A,May,31,2016,Gross Booking Value,PM,Integrated,66558.75608
Site B,May,31,2016,Gross Booking Value,PM,Integrated,43430.026507
Site A,July,1,2017,Gross Booking Value,PM,Integrated,152406.704309
Site B,July,1,2017,Gross Booking Value,PM,Integrated,32391.889117
Site A,July,2,2017,Gross Booking Value,PM,Integrated,137858.102218
Site B,July,2,2017,Gross Booking Value,PM,Integrated,65625.680233
Site A,July,3,2017,Gross Booking Value,PM,Integrated,154128.983689
Site B,July,3,2017,Gross Booking Value,PM,Integrated,45737.79799
Site A,July,4,2017,Gross Booking Value,PM,Integrated,138688.804191
Site B,July,4,2017,Gross Booking Value,PM,Integrated,48826.907897
Site A,July,5,2017,Gross Booking Value,PM,Integrated,138188.902074
Site B,July,5,2017,Gross Booking Value,PM,Integrated,25703.521505
Site A,July,6,2017,Gross Booking Value,PM,Integrated,134882.905287
Site B,July,6,2017,Gross Booking Value,PM,Integrated,58627.347323
Site A,July,7,2017,Gross Booking Value,PM,Integrated,128507.251723
Site B,July,7,2017,Gross Booking Value,PM,Integrated,38779.868487
Site A,July,8,2017,Gross Booking Value,PM,Integrated,142356.413252
Site B,July,8,2017,Gross Booking Value,PM,Integrated,45509.943744
Site A,July,9,2017,Gross Booking Value,PM,Integrated,113347.009262
Site B,July,9,2017,Gross Booking Value,PM,Integrated,44047.035715
Site A,July,10,2017,Gross Booking Value,PM,Integrated,130307.433781
Site B,July,10,2017,Gross Booking Value,PM,Integrated,51602.026302
Site A,July,11,2017,Gross Booking Value,PM,Integrated,154900.563515
Site B,July,11,2017,Gross Booking Value,PM,Integrated,67201.514808
Site A,July,12,2017,Gross Booking Value,PM,Integrated,122054.672748
Site B,July,12,2017,Gross Booking Value,PM,Integrated,66473.895067
Site A,July,13,2017,Gross Booking Value,PM,Integrated,208148.267642
Site B,July,13,2017,Gross Booking Value,PM,Integrated,89728.761563
Site A,July,14,2017,Gross Booking Value,PM,Integrated,171855.105595
Site B,July,14,2017,Gross Booking Value,PM,Integrated,47032.800642
Site A,July,15,2017,Gross Booking Value,PM,Integrated,157966.246488
Site B,July,15,2017,Gross Booking Value,PM,Integrated,35401.209765
Site A,July,16,2017,Gross Booking Value,PM,Integrated,125585.07797
Site B,July,16,2017,Gross Booking Value,PM,Integrated,62680.401542
Site A,July,17,2017,Gross Booking Value,PM,Integrated,197425.126549
Site B,July,17,2017,Gross Booking Value,PM,Integrated,68297.322887
Site A,July,18,2017,Gross Booking Value,PM,Integrated,200732.097099
Site B,July,18,2017,Gross Booking Value,PM,Integrated,76866.036568
Site A,July,19,2017,Gross Booking Value,PM,Integrated,140224.909392
Site B,July,19,2017,Gross Booking Value,PM,Integrated,82164.054154
Site A,July,20,2017,Gross Booking Value,PM,Integrated,166452.253825
Site B,July,20,2017,Gross Booking Value,PM,Integrated,51286.557497
Site A,July,21,2017,Gross Booking Value,PM,Integrated,99437.982282
Site B,July,21,2017,Gross Booking Value,PM,Integrated,47010.887131
Site A,July,22,2017,Gross Booking Value,PM,Integrated,171313.642223
Site B,July,22,2017,Gross Booking Value,PM,Integrated,40370.532239
Site A,July,23,2017,Gross Booking Value,PM,Integrated,165059.181628
Site B,July,23,2017,Gross Booking Value,PM,Integrated,68265.997137
Site A,July,24,2017,Gross Booking Value,PM,Integrated,326688.094693
Site B,July,24,2017,Gross Booking Value,PM,Integrated,76627.714549
Site A,July,25,2017,Gross Booking Value,PM,Integrated,118503.944687
Site B,July,25,2017,Gross Booking Value,PM,Integrated,46824.469804
Site A,July,26,2017,Gross Booking Value,PM,Integrated,136941.71231
Site B,July,26,2017,Gross Booking Value,PM,Integrated,59638.594736
Site A,July,27,2017,Gross Booking Value,PM,Integrated,167132.927976
Site B,July,27,2017,Gross Booking Value,PM,Integrated,116900.434387
Site A,July,28,2017,Gross Booking Value,PM,Integrated,170705.246231
Site B,July,28,2017,Gross Booking Value,PM,Integrated,91983.530476
Site A,July,29,2017,Gross Booking Value,PM,Integrated,149179.72588
Site B,July,29,2017,Gross Booking Value,PM,Integrated,43244.97636
Site A,July,30,2017,Gross Booking Value,PM,Integrated,111744.159188
Site B,July,30,2017,Gross Booking Value,PM,Integrated,45943.608087
Site A,July,31,2017,Gross Booking Value,PM,Integrated,141537.530994
Site B,July,31,2017,Gross Booking Value,PM,Integrated,101580.876271
Site A,June,1,2017,Gross Booking Value,PM,Integrated,103966.112957
Site B,June,1,2017,Gross Booking Value,PM,Integrated,43060.074816
Site A,June,2,2017,Gross Booking Value,PM,Integrated,73145.301994
Site B,June,2,2017,Gross Booking Value,PM,Integrated,28724.910279
Site A,June,3,2017,Gross Booking Value,PM,Integrated,99560.679344
Site B,June,3,2017,Gross Booking Value,PM,Integrated,29146.456454
Site A,June,4,2017,Gross Booking Value,PM,Integrated,120950.775182
Site B,June,4,2017,Gross Booking Value,PM,Integrated,28733.095014
Site A,June,5,2017,Gross Booking Value,PM,Integrated,111288.287667
Site B,June,5,2017,Gross Booking Value,PM,Integrated,40032.404466
Site A,June,6,2017,Gross Booking Value,PM,Integrated,135460.226547
Site B,June,6,2017,Gross Booking Value,PM,Integrated,47791.730026
Site A,June,7,2017,Gross Booking Value,PM,Integrated,121569.577494
Site B,June,7,2017,Gross Booking Value,PM,Integrated,47789.085696
Site A,June,8,2017,Gross Booking Value,PM,Integrated,153534.728633
Site B,June,8,2017,Gross Booking Value,PM,Integrated,53078.841804
Site A,June,9,2017,Gross Booking Value,PM,Integrated,183674.276451
Site B,June,9,2017,Gross Booking Value,PM,Integrated,19506.712054
Site A,June,10,2017,Gross Booking Value,PM,Integrated,82908.804067
Site B,June,10,2017,Gross Booking Value,PM,Integrated,43257.685504
Site A,June,11,2017,Gross Booking Value,PM,Integrated,109126.81315
Site B,June,11,2017,Gross Booking Value,PM,Integrated,62470.044848
Site A,June,12,2017,Gross Booking Value,PM,Integrated,171911.091257
Site B,June,12,2017,Gross Booking Value,PM,Integrated,42031.39227
Site A,June,13,2017,Gross Booking Value,PM,Integrated,148425.462945
Site B,June,13,2017,Gross Booking Value,PM,Integrated,45660.378703
Site A,June,14,2017,Gross Booking Value,PM,Integrated,108807.314093
Site B,June,14,2017,Gross Booking Value,PM,Integrated,26646.998244
Site A,June,15,2017,Gross Booking Value,PM,Integrated,144367.444375
Site B,June,15,2017,Gross Booking Value,PM,Integrated,29837.94232
Site A,June,16,2017,Gross Booking Value,PM,Integrated,231244.797938
Site B,June,16,2017,Gross Booking Value,PM,Integrated,23286.614955
Site A,June,17,2017,Gross Booking Value,PM,Integrated,111498.05895
Site B,June,17,2017,Gross Booking Value,PM,Integrated,36932.912214
Site A,June,18,2017,Gross Booking Value,PM,Integrated,128570.919802
Site B,June,18,2017,Gross Booking Value,PM,Integrated,36182.00841
Site A,June,19,2017,Gross Booking Value,PM,Integrated,170188.123829
Site B,June,19,2017,Gross Booking Value,PM,Integrated,28042.87913
Site A,June,20,2017,Gross Booking Value,PM,Integrated,165782.110622
Site B,June,20,2017,Gross Booking Value,PM,Integrated,40159.127073
Site A,June,21,2017,Gross Booking Value,PM,Integrated,111565.899509
Site B,June,21,2017,Gross Booking Value,PM,Integrated,53892.538114
Site A,June,22,2017,Gross Booking Value,PM,Integrated,308102.310003
Site B,June,22,2017,Gross Booking Value,PM,Integrated,33757.008509
Site A,June,23,2017,Gross Booking Value,PM,Integrated,117042.049901
Site B,June,23,2017,Gross Booking Value,PM,Integrated,25221.709989
Site A,June,24,2017,Gross Booking Value,PM,Integrated,130386.687878
Site B,June,24,2017,Gross Booking Value,PM,Integrated,37630.962783
Site A,June,25,2017,Gross Booking Value,PM,Integrated,187970.607195
Site B,June,25,2017,Gross Booking Value,PM,Integrated,52165.285858
Site A,June,26,2017,Gross Booking Value,PM,Integrated,194901.478669
Site B,June,26,2017,Gross Booking Value,PM,Integrated,47409.128162
Site A,June,27,2017,Gross Booking Value,PM,Integrated,146858.27523
Site B,June,27,2017,Gross Booking Value,PM,Integrated,53534.799804
Site A,June,28,2017,Gross Booking Value,PM,Integrated,125086.581053
Site B,June,28,2017,Gross Booking Value,PM,Integrated,46659.132494
